1000;5;1;16
1001;5;0;16
1002;5;1;16
1003;5;1;16
1004;5;1;16
1005;5;0;17
1006;5;0;17
1007;5;0;17
1008;5;0;17
1009;5;1;16
1010;5;0;16
1011;5;1;17
1012;5;1;17
1013;5;0;17
1014;5;1;16
1015;4;1;16
1016;5;1;17
1017;5;1;16
1018;6;0;17
1019;5;1;17
1020;5;1;17
1021;5;0;17
1022;5;0;17
1023;5;1;16
1024;5;0;17
1025;5;0;17
1026;5;1;17
1027;5;0;18
1028;5;1;17
1029;5;0;17
1030;5;0;17
1031;6;0;17
1032;4;1;17
1033;6;0;18
1034;5;0;18
1035;6;0;17
1036;5;1;17
1037;5;1;17
1038;6;0;18
1039;5;0;17
1040;5;0;18
1041;5;1;17
1042;6;0;22
1043;6;1;18
1044;5;1;18
1045;5;0;18
1046;6;0;17
1047;6;0;18
1048;6;0;18
1049;6;0;18
1050;5;1;18
1051;5;2;18
1052;5;1;18
1053;6;0;19
1054;5;1;18
1055;5;1;18
1056;6;0;18
1057;6;0;18
1058;6;1;18
1059;5;1;18
1060;6;0;18
1061;5;1;18
1062;5;1;18
1063;5;0;19
1064;6;0;19
1065;5;1;18
1066;6;0;18
1067;6;1;17
1068;6;1;19
1069;5;1;18
1070;6;1;18
1071;6;0;19
1072;6;0;19
1073;6;0;19
1074;6;0;19
1075;6;0;19
1076;6;0;19
1077;6;1;19
1078;6;0;19
1079;6;1;19
1080;6;0;19
1081;5;1;19
1082;6;0;19
1083;6;1;19
1084;6;0;19
1085;6;1;20
1086;6;0;20
1087;6;0;19
1088;5;1;19
1089;5;1;19
1090;5;1;19
1091;6;1;19
1092;6;0;20
1093;6;1;19
1094;7;0;20
1095;6;1;19
1096;6;1;19
1097;6;1;19
1098;6;1;20
1099;6;0;19
1100;5;1;19
1101;7;0;20
1102;7;0;20
1103;6;0;20
1104;5;1;19
1105;6;1;20
1106;6;0;20
1107;7;0;20
1108;6;1;20
1109;6;0;20
1110;7;0;20
1111;6;1;20
1112;6;1;20
1113;6;1;20
1114;6;1;20
1115;6;1;20
1116;7;0;20
1117;7;0;20
1118;6;0;21
1119;6;1;20
1120;6;1;21
1121;6;0;20
1122;6;0;20
1123;6;0;21
1124;6;1;20
1125;7;0;21
1126;6;1;20
1127;6;0;21
1128;7;0;21
1129;6;1;20
1130;6;0;22
1131;6;0;21
1132;6;0;21
1133;7;0;21
1134;6;1;21
1135;7;0;21
1136;6;1;21
1137;6;1;20
1138;6;1;21
1139;6;1;21
1140;6;0;21
1141;7;0;21
1142;7;1;21
1143;6;1;21
1144;7;1;21
1145;6;1;21
1146;6;1;21
1147;6;1;21
1148;7;0;22
1149;6;1;22
1150;6;1;21
1151;7;0;22
1152;7;0;22
1153;7;0;22
1154;7;0;22
1155;7;0;22
1156;7;0;22
1157;7;0;22
1158;7;0;22
1159;7;0;22
1160;7;0;22
1161;6;1;22
1162;7;0;22
1163;7;0;22
1164;7;1;24
1165;7;0;23
1166;7;1;22
1167;6;1;21
1168;8;1;21
1169;6;1;22
1170;7;0;23
1171;7;0;23
1172;7;0;23
1173;7;0;23
1174;7;0;23
1175;6;1;22
1176;6;1;23
1177;6;1;22
1178;6;1;22
1179;7;0;23
1180;6;2;22
1181;7;0;23
1182;7;1;22
1183;6;1;23
1184;7;1;23
1185;6;1;22
1186;7;1;23
1187;7;0;23
1188;7;1;23
1189;7;1;22
1190;7;0;23
1191;6;1;25
1192;7;1;24
1193;8;1;24
1194;7;1;23
1195;7;1;23
1196;8;0;23
1197;8;0;23
1198;6;1;23
1199;8;0;23
